turn,decision_latency_ms,memory_recall_f1
1,19.710374996066093,0.0
2,3.2610420021228492,0.0
3,2.3902080138213933,0.0
4,2.426249993732199,0.0
5,2.209291997132823,0.0
6,2.057125006103888,0.0
7,2.0096249936614186,0.0
8,2.2326250036712736,0.0
9,2.0232920069247484,0.0
10,2.550375007558614,1.0
11,2.1777499932795763,1.0
12,2.2267919848673046,1.0
13,2.06566700944677,1.0
14,2.3297919833566993,1.0
15,2.0069579768460244,1.0
16,1.987958006793633,1.0
17,2.019333973294124,1.0
18,2.0526669977698475,1.0
19,2.0387500117067248,1.0
20,2.3337500169873238,1.0
21,2.0791669958271086,1.0
22,2.2037909948267043,1.0
23,2.0538749813567847,1.0
24,2.111042005708441,1.0
25,2.1009999909438193,1.0
26,2.1885829919483513,1.0
27,2.2553339949809015,1.0
28,2.1491670049726963,1.0
29,2.1154579881113023,1.0
30,2.0734170102514327,1.0
31,2.1147080115042627,1.0
32,2.318042010301724,1.0
33,2.4603750207461417,1.0
34,2.230249985586852,1.0
35,2.184542012400925,1.0
36,2.2227090084925294,1.0
37,2.233667008113116,1.0
38,2.316041005542502,1.0
39,2.389625005889684,1.0
40,2.3206250043585896,1.0
41,2.399292017798871,1.0
42,2.2913750144653022,1.0
43,2.591124997707084,1.0
44,2.5266659795306623,1.0
45,2.5645000278018415,1.0
46,2.4270830035675317,1.0
47,2.406209008768201,1.0
48,5.856708012288436,1.0
49,4.567958996631205,1.0
50,4.518833011388779,1.0
51,4.7944579855538905,1.0
52,4.5400419912766665,1.0
53,4.6085000212769955,1.0
54,4.761457996210083,1.0
55,4.448041989235207,1.0
56,4.654834017856047,1.0
57,4.570124991005287,1.0
58,4.6819580020383,1.0
59,4.883874993538484,1.0
60,4.662334016757086,1.0
61,5.963375006103888,1.0
62,4.7908329870551825,1.0
63,4.902458022115752,1.0
64,5.0319579895585775,1.0
65,5.1452500047162175,1.0
66,5.259249999653548,1.0
67,4.872208985034376,1.0
68,5.104207986732945,1.0
69,5.414417013525963,1.0
70,5.87374999304302,1.0
71,5.1390419830568135,1.0
72,5.568749998928979,1.0
73,5.545709020225331,1.0
74,5.138083011843264,1.0
75,5.46758298878558,1.0
76,5.1800410146825016,1.0
77,5.398083012551069,1.0
78,5.511958006536588,1.0
79,5.5220419890247285,1.0
80,6.451041990658268,1.0
81,7.000624987995252,1.0
82,6.695041985949501,1.0
83,6.68704099371098,1.0
84,6.383083004038781,1.0
85,6.293000013101846,1.0
86,6.532416999107227,1.0
87,6.681333004962653,1.0
88,6.096166995121166,1.0
89,6.211749976500869,1.0
90,5.929624981945381,1.0
91,5.927209014771506,1.0
92,6.04270797339268,1.0
93,6.154666014481336,1.0
94,6.660417013335973,1.0
95,6.38366601197049,1.0
96,6.225958000868559,1.0
97,6.444832979468629,1.0
98,6.28500001039356,1.0
99,6.55508300405927,1.0
100,6.422667007427663,1.0
