turn,decision_latency_ms,memory_recall_f1
1,20.522083999821916,0.0
2,2.804499992635101,0.0
3,2.20529199577868,0.0
4,2.1559169981628656,0.0
5,2.5975000171456486,0.0
6,2.250167017336935,0.0
7,2.198124973801896,0.0
8,2.341290994081646,0.0
9,2.4480000138282776,0.0
10,2.242540998850018,1.0
11,2.3669170041102916,1.0
12,2.211207989603281,1.0
13,2.302375010913238,1.0
14,2.158124989364296,1.0
15,2.1306249836925417,1.0
16,2.120332996128127,1.0
17,2.147416991647333,1.0
18,2.195582987042144,1.0
19,2.387875021668151,1.0
20,2.156333008315414,1.0
21,2.178708993596956,1.0
22,2.1994999842718244,1.0
23,2.1514999971259385,1.0
24,2.2044999932404608,1.0
25,2.398832992184907,1.0
26,2.381958009209484,1.0
27,2.2830420057289302,1.0
28,2.283915993757546,1.0
29,2.269916993100196,1.0
30,2.3339170147664845,1.0
31,2.585834008641541,1.0
32,2.3360000050161034,1.0
33,2.352041978156194,1.0
34,2.3463329998776317,1.0
35,2.3977500095497817,1.0
36,2.5419579760637134,1.0
37,2.38566700136289,1.0
38,2.3813750012777746,1.0
39,2.4815420038066804,1.0
40,2.439959003822878,1.0
41,2.5483749923296273,1.0
42,2.4542920000385493,1.0
43,2.4550420057494193,1.0
44,2.532916987547651,1.0
45,2.504791016690433,1.0
46,2.8590829751919955,1.0
47,2.610959025332704,1.0
48,5.51245899987407,1.0
49,4.617041995516047,1.0
50,4.959291982231662,1.0
51,4.631000017980114,1.0
52,4.771457985043526,1.0
53,4.9056250136345625,1.0
54,4.805333010153845,1.0
55,4.647666006349027,1.0
56,4.944166023051366,1.0
57,4.715540999313816,1.0
58,4.875874990830198,1.0
59,5.258416989818215,1.0
60,5.659457994624972,1.0
61,5.092125007649884,1.0
62,5.225500004598871,1.0
63,5.057417001808062,1.0
64,5.089332989882678,1.0
65,5.43204098357819,1.0
66,6.076916994061321,1.0
67,5.172417004359886,1.0
68,6.177083996590227,1.0
69,5.26308300322853,1.0
70,5.509499984327704,1.0
71,5.361332994652912,1.0
72,5.2896669949404895,1.0
73,5.5781250121071935,1.0
74,5.402040987974033,1.0
75,5.398167006205767,1.0
76,6.003999995300546,1.0
77,5.597707990091294,1.0
78,6.12704100785777,1.0
79,6.9340000045485795,1.0
80,5.550417001359165,1.0
81,6.791250023525208,1.0
82,6.601457978831604,1.0
83,7.561041973531246,1.0
84,5.848125001648441,1.0
85,6.2437920132651925,1.0
86,5.880791984964162,1.0
87,5.927874997723848,1.0
88,7.110584003385156,1.0
89,6.130750000011176,1.0
90,6.314250000286847,1.0
91,6.187499995576218,1.0
92,6.630166986724362,1.0
93,6.795042019803077,1.0
94,6.362125015584752,1.0
95,6.495459005236626,1.0
96,6.328667019261047,1.0
97,6.421333004254848,1.0
98,6.453042005887255,1.0
99,6.62162501248531,1.0
100,6.612708006286994,1.0
