turn,decision_latency_ms,memory_recall_f1
1,22.558499971637502,0.0
2,2.5183750258293003,0.0
3,2.5266669981647283,0.0
4,2.248707984108478,0.0
5,2.204916992923245,0.0
6,2.2278329997789115,0.0
7,2.1888329938519746,0.0
8,2.105042018229142,0.0
9,2.018332976149395,0.0
10,3.0072909721639007,1.0
11,2.4989169905893505,1.0
12,2.2699999972246587,1.0
13,2.166666992707178,1.0
14,2.626624976983294,1.0
15,2.1646250097546726,1.0
16,2.18395798583515,1.0
17,2.207957993960008,1.0
18,2.1997920121066272,1.0
19,2.223374991444871,1.0
20,2.366541011724621,1.0
21,2.513999992515892,1.0
22,2.357082994421944,1.0
23,2.3234580003190786,1.0
24,2.3691669921390712,1.0
25,2.5462080084253103,1.0
26,3.1273330096155405,1.0
27,2.6300830068066716,1.0
28,2.5022920162882656,1.0
29,2.511917002266273,1.0
30,2.698833995964378,1.0
31,2.556375024141744,1.0
32,2.758416987489909,1.0
33,2.7430829941295087,1.0
34,2.780415990855545,1.0
35,3.0590840033255517,1.0
36,2.982125006383285,1.0
37,2.9929159791208804,1.0
38,3.5432500008028,1.0
39,4.468667000764981,1.0
40,4.062833002535626,1.0
41,3.1917080050334334,1.0
42,3.5602080170065165,1.0
43,3.2574579818174243,1.0
44,3.127874981146306,1.0
45,3.162833017995581,1.0
46,3.5233749949838966,1.0
47,3.9387499855365604,1.0
48,5.907999991904944,1.0
49,5.281082994770259,1.0
50,7.250334019772708,1.0
51,6.299417000263929,1.0
52,6.360458995914087,1.0
53,6.206166988704354,1.0
54,6.499292008811608,1.0
55,6.220792012754828,1.0
56,6.230541999684647,1.0
57,6.94516600924544,1.0
58,6.421583995688707,1.0
59,8.022708992939442,1.0
60,6.604207999771461,1.0
61,7.151666010031477,1.0
62,6.9275409914553165,1.0
63,7.460082997567952,1.0
64,7.1906249795574695,1.0
65,7.428291981341317,1.0
66,7.191500015323982,1.0
67,7.407833996694535,1.0
68,8.436167001491413,1.0
69,9.871374990325421,1.0
70,8.023915986996144,1.0
71,8.86991698644124,1.0
72,9.402833005879074,1.0
73,8.467209001537412,1.0
74,7.726042007561773,1.0
75,7.879499986302108,1.0
76,9.020500001497567,1.0
77,8.093291020486504,1.0
78,8.425416017416865,1.0
79,8.176542003639042,1.0
80,9.600874996976927,1.0
81,8.876124978996813,1.0
82,8.185209007933736,1.0
83,8.855624997522682,1.0
84,8.548582991352305,1.0
85,8.867958007613197,1.0
86,9.120250004343688,1.0
87,9.235916018951684,1.0
88,10.046790994238108,1.0
89,9.991750004701316,1.0
90,9.561541985021904,1.0
91,9.774666017619893,1.0
92,9.476000006543472,1.0
93,9.785000002011657,1.0
94,9.745291987201199,1.0
95,10.345457994844764,1.0
96,10.103291977429762,1.0
97,10.968541988404468,1.0
98,10.54320900584571,1.0
99,10.360249987570569,1.0
100,10.833541979081929,1.0
